student_id,timestamp,heart_rate,skin_temp,movement_level,focus_score,emotional_state,ambient_light,ambient_noise,temperature,humidity,board_interaction,learning_material_access,quiz_score,assignment_completion,participation_level,target
1005,2024-09-01 10:12:00,62,36.0,2.17,0.92,stressed,570,57,24.8,57.2,48,7,10,31,10,0
1052,2024-09-01 10:13:00,81,35.8,7.34,0.03,stressed,333,73,20.9,37.3,12,9,71,47,6,1
1004,2024-09-01 10:14:00,91,36.9,4.34,0.97,stressed,432,33,25.3,57.1,26,16,96,54,4,1
1053,2024-09-01 10:15:00,103,36.1,0.53,0.32,neutral,142,68,21.1,66.2,1,13,62,70,6,1
1017,2024-09-01 10:16:00,79,35.6,2.79,0.32,neutral,510,68,24.3,34.0,15,15,5,96,1,0
1070,2024-09-01 10:17:00,119,37.3,4.27,0.45,stressed,890,58,20.9,43.1,28,19,44,86,0,0
1035,2024-09-01 10:18:00,61,37.2,7.36,0.69,neutral,854,48,25.9,68.9,19,1,14,92,9,1
1096,2024-09-01 10:19:00,67,37.7,1.33,0.16,happy,196,54,20.5,39.0,31,19,66,45,6,1
1053,2024-09-01 10:20:00,109,36.7,2.87,0.25,happy,472,64,26.3,32.4,22,5,12,31,4,0
1033,2024-09-01 10:21:00,100,35.8,0.84,0.96,happy,701,53,27.1,32.2,8,19,16,44,6,0
1031,2024-09-01 10:22:00,84,37.6,6.16,0.88,happy,334,48,25.7,41.0,31,4,89,48,0,0
1050,2024-09-01 10:23:00,70,35.8,4.74,0.21,happy,519,52,24.7,49.8,3,18,74,92,6,0
1002,2024-09-01 10:24:00,83,37.0,9.29,0.57,happy,196,60,20.6,40.8,49,10,98,11,0,1
1064,2024-09-01 10:25:00,85,35.6,7.41,0.2,happy,984,48,20.1,41.2,41,15,69,37,2,1
1084,2024-09-01 10:26:00,94,36.9,7.78,0.55,happy,393,61,23.4,63.3,46,17,51,1,2,1
1012,2024-09-01 10:27:00,99,37.5,1.64,0.37,neutral,883,42,27.7,60.7,44,6,91,70,2,1
1007,2024-09-01 10:28:00,64,36.6,2.67,0.36,neutral,685,75,26.5,42.4,47,18,30,39,4,1
1043,2024-09-01 10:29:00,74,36.4,5.13,0.64,stressed,351,47,21.3,43.8,9,13,34,61,1,0
1029,2024-09-01 10:30:00,101,38.0,0.13,0.25,happy,467,36,26.9,68.8,3,9,19,7,0,0
1007,2024-09-01 10:31:00,73,35.1,8.7,0.4,happy,140,74,25.7,68.0,47,5,18,18,5,0
1057,2024-09-01 10:32:00,96,36.0,7.78,0.93,happy,399,53,21.7,68.9,10,7,12,61,9,1
1090,2024-09-01 10:33:00,77,37.8,0.58,0.76,neutral,884,75,27.6,67.6,1,17,3,53,9,1
1086,2024-09-01 10:34:00,71,36.9,8.49,0.38,stressed,407,46,28.3,55.1,27,5,5,36,3,1
1007,2024-09-01 10:35:00,62,36.6,0.04,0.23,neutral,398,44,22.3,42.3,11,2,43,72,0,1
1060,2024-09-01 10:36:00,99,36.9,1.14,0.66,happy,890,38,26.4,68.8,39,2,73,14,8,1
1078,2024-09-01 10:37:00,105,36.0,0.55,0.81,neutral,100,63,23.8,59.7,20,13,54,24,6,0
1052,2024-09-01 10:38:00,92,35.2,4.79,0.86,neutral,192,64,20.6,58.4,44,12,68,63,5,0
1070,2024-09-01 10:39:00,63,35.8,7.84,0.56,neutral,380,37,28.6,61.9,33,8,54,11,3,1
1075,2024-09-01 10:40:00,113,36.0,1.79,0.52,neutral,617,79,28.2,53.9,33,15,43,66,6,1
1035,2024-09-01 10:41:00,116,36.4,7.71,0.72,happy,557,40,23.2,53.3,35,10,55,74,6,0
1093,2024-09-01 10:42:00,99,36.2,1.85,0.18,happy,587,53,25.3,44.5,49,15,94,95,10,1
1073,2024-09-01 10:43:00,85,36.6,9.91,0.85,neutral,921,71,25.1,36.0,2,9,60,87,7,1
1061,2024-09-01 10:44:00,80,35.6,8.53,0.07,happy,945,59,21.8,47.5,38,12,98,8,8,1
1018,2024-09-01 10:45:00,104,35.6,7.37,0.6,neutral,506,50,21.5,50.7,5,19,94,20,9,1
1017,2024-09-01 10:46:00,75,36.1,5.92,0.59,stressed,374,72,28.4,65.1,0,16,41,31,0,0
1043,2024-09-01 10:47:00,107,36.4,2.43,0.31,stressed,586,64,28.7,46.1,40,19,29,5,2,0
1019,2024-09-01 10:48:00,82,36.0,1.19,0.04,happy,202,41,27.3,65.3,11,17,55,83,5,0
1001,2024-09-01 10:49:00,83,36.7,4.6,0.72,happy,905,38,20.7,42.7,38,15,78,15,4,0
1029,2024-09-01 10:50:00,119,35.9,4.03,0.02,happy,502,41,29.1,67.8,0,7,11,50,9,0
1050,2024-09-01 10:51:00,68,35.5,6.74,0.18,neutral,206,57,29.8,31.6,19,17,37,91,8,1
1043,2024-09-01 10:52:00,78,37.6,1.7,0.54,stressed,484,58,27.8,51.0,35,8,19,85,9,0
1046,2024-09-01 10:53:00,86,35.6,5.62,0.94,stressed,329,75,23.5,42.9,37,13,16,42,10,1
1042,2024-09-01 10:54:00,99,37.9,6.93,0.07,happy,304,74,24.1,41.8,47,5,6,86,1,1
1010,2024-09-01 10:55:00,90,38.0,2.99,0.58,stressed,476,69,28.7,33.2,46,4,7,32,3,0
1085,2024-09-01 10:56:00,110,37.1,7.8,0.33,happy,277,64,22.8,57.3,2,12,28,6,10,1
1041,2024-09-01 10:57:00,60,36.5,4.32,0.67,happy,197,58,21.4,45.7,49,12,19,11,4,0
1018,2024-09-01 10:58:00,72,37.4,1.63,0.95,stressed,669,35,28.2,68.0,44,1,31,18,5,0
1002,2024-09-01 10:59:00,104,37.6,1.95,0.27,stressed,436,45,21.9,58.5,19,16,43,46,9,0
1003,2024-09-01 11:00:00,63,37.1,2.79,0.96,neutral,276,75,29.1,47.7,45,19,73,63,2,0
1098,2024-09-01 11:01:00,114,35.3,1.58,0.87,happy,709,57,26.0,55.1,45,17,76,77,1,1
1037,2024-09-01 11:02:00,84,35.0,5.63,0.61,neutral,836,30,25.6,32.6,7,5,17,24,10,1
1072,2024-09-01 11:03:00,69,35.6,9.49,0.76,neutral,847,58,27.8,53.6,10,0,25,92,7,0
1071,2024-09-01 11:04:00,82,35.6,8.96,0.86,stressed,191,69,20.2,56.6,43,19,55,70,8,1
1033,2024-09-01 11:05:00,117,35.5,3.24,0.8,stressed,350,35,27.1,34.2,0,14,60,58,1,1
1050,2024-09-01 11:06:00,102,36.5,8.65,0.33,stressed,601,56,26.0,57.3,29,10,35,19,2,1
1030,2024-09-01 11:07:00,89,36.6,9.54,0.81,neutral,456,66,25.2,49.0,40,14,11,52,5,1
1082,2024-09-01 11:08:00,73,37.2,2.94,0.31,stressed,315,51,22.2,49.2,13,19,57,94,4,0
1036,2024-09-01 11:09:00,91,35.6,9.05,0.87,stressed,531,36,28.3,58.9,19,9,72,36,7,0
1095,2024-09-01 11:10:00,89,35.3,9.97,0.26,happy,947,30,22.5,48.0,45,10,66,37,4,0
1043,2024-09-01 11:11:00,64,37.0,7.98,0.57,stressed,816,42,24.9,39.4,29,6,18,99,8,0
1058,2024-09-01 11:12:00,104,36.5,3.9,0.69,happy,637,77,21.6,41.9,44,18,38,99,0,1
1091,2024-09-01 11:13:00,74,37.0,6.09,0.43,neutral,234,73,29.7,59.5,11,7,57,20,5,0
1017,2024-09-01 11:14:00,76,36.1,3.64,0.78,happy,143,43,21.9,32.8,11,1,87,63,6,1
1024,2024-09-01 11:15:00,107,37.3,9.96,0.93,stressed,753,44,28.0,63.6,38,3,90,83,1,0
1009,2024-09-01 11:16:00,92,37.0,0.68,0.19,happy,151,41,22.6,53.3,1,19,9,46,5,0
1068,2024-09-01 11:17:00,71,37.0,8.93,0.03,stressed,771,78,22.6,59.1,22,13,75,48,0,0
1078,2024-09-01 11:18:00,84,35.1,0.75,0.63,neutral,972,70,24.2,43.7,10,4,17,100,2,0
1024,2024-09-01 11:19:00,111,37.6,0.42,0.6,happy,814,33,28.5,38.9,47,9,100,100,1,1
1083,2024-09-01 11:20:00,78,36.1,9.4,0.34,stressed,174,79,26.9,62.2,12,7,46,96,6,0
1050,2024-09-01 11:21:00,118,35.4,8.67,0.79,stressed,951,73,28.7,34.1,17,7,50,93,10,0
1052,2024-09-01 11:22:00,112,37.3,3.62,0.83,happy,284,72,20.5,36.6,18,15,38,81,8,1
1009,2024-09-01 11:23:00,82,36.5,9.58,0.33,happy,151,50,29.6,41.4,26,8,64,49,2,0
1048,2024-09-01 11:24:00,98,35.1,8.62,0.68,neutral,338,31,20.8,44.0,10,1,35,1,2,0
1037,2024-09-01 11:25:00,64,37.3,9.02,0.64,stressed,725,50,27.2,38.1,29,12,86,73,8,0
1091,2024-09-01 11:26:00,99,36.3,5.95,0.34,stressed,800,43,22.1,66.5,0,2,68,48,8,1
1045,2024-09-01 11:27:00,80,37.3,9.58,0.97,happy,161,73,28.4,31.1,12,2,75,59,7,1
1069,2024-09-01 11:28:00,117,37.3,8.1,0.35,happy,857,31,28.6,62.1,7,4,79,8,2,0
1010,2024-09-01 11:29:00,95,35.3,9.4,0.62,neutral,825,40,25.5,46.4,21,18,4,21,9,1
1082,2024-09-01 11:30:00,73,36.8,2.82,0.38,happy,431,66,24.0,63.4,19,3,79,22,5,1
1015,2024-09-01 11:31:00,65,36.1,5.32,0.01,happy,970,43,27.9,61.8,13,2,2,53,3,1
1031,2024-09-01 11:32:00,78,36.6,8.68,0.09,neutral,258,76,28.7,34.8,13,9,39,51,5,0
1001,2024-09-01 11:33:00,63,35.3,5.8,0.23,happy,512,49,27.4,56.7,15,19,50,41,7,1
1057,2024-09-01 11:34:00,83,36.8,8.01,0.81,stressed,386,64,29.1,45.1,18,16,16,49,4,1
1089,2024-09-01 11:35:00,85,37.3,9.73,0.44,stressed,623,56,26.3,62.8,38,9,10,68,3,1
1084,2024-09-01 11:36:00,101,38.0,8.05,0.59,neutral,902,78,26.7,64.0,28,10,45,50,9,1
1037,2024-09-01 11:37:00,78,36.0,3.15,0.94,neutral,412,35,25.7,37.6,37,15,98,80,1,0
1078,2024-09-01 11:38:00,118,35.5,1.19,0.15,neutral,780,36,24.9,49.1,8,6,62,97,0,1
1056,2024-09-01 11:39:00,91,36.1,2.73,0.86,happy,126,74,26.5,53.8,49,7,35,7,10,0
1076,2024-09-01 11:40:00,101,35.1,6.63,0.38,happy,577,30,25.6,51.8,5,0,18,38,0,0
1070,2024-09-01 11:41:00,104,36.2,0.11,0.34,stressed,938,42,27.3,40.1,25,12,75,22,10,1
1058,2024-09-01 11:42:00,94,37.7,1.9,0.63,neutral,465,67,29.3,40.9,48,6,40,76,8,0
1056,2024-09-01 11:43:00,113,35.6,3.27,0.9,neutral,507,46,23.7,64.3,35,8,1,56,8,1
1066,2024-09-01 11:44:00,99,36.4,8.75,0.35,neutral,437,67,24.1,31.3,19,3,26,41,9,1
1014,2024-09-01 11:45:00,101,36.7,0.51,0.76,stressed,507,65,20.2,40.5,40,1,27,17,10,1
1083,2024-09-01 11:46:00,61,35.5,0.5,0.02,neutral,175,67,25.3,38.9,24,16,93,49,1,0
1057,2024-09-01 11:47:00,92,36.0,5.52,0.62,stressed,767,30,21.3,44.8,7,7,60,89,0,0
1002,2024-09-01 11:48:00,69,37.7,1.78,0.63,neutral,174,30,27.2,57.4,46,8,36,79,10,0
1057,2024-09-01 11:49:00,104,35.9,2.42,0.56,stressed,358,48,27.8,51.3,39,10,73,60,10,0
1026,2024-09-01 11:50:00,92,36.9,1.84,0.94,stressed,456,59,27.2,51.6,26,11,34,45,5,1
1014,2024-09-01 11:51:00,82,35.4,5.82,0.94,happy,614,42,25.5,59.3,20,18,18,37,4,0
1059,2024-09-01 11:52:00,93,37.0,0.56,0.34,stressed,384,36,25.3,62.5,10,13,58,42,1,1
1002,2024-09-01 11:53:00,116,35.8,9.4,0.46,neutral,515,72,26.5,36.4,18,14,52,49,4,0
1027,2024-09-01 11:54:00,101,35.7,1.23,0.79,neutral,153,49,25.5,34.3,12,14,81,72,1,1
1046,2024-09-01 11:55:00,95,35.4,9.52,0.84,stressed,521,73,27.5,42.0,46,7,100,37,1,1
1064,2024-09-01 11:56:00,89,35.1,7.78,0.42,stressed,322,38,28.9,63.1,4,0,66,5,6,1
1052,2024-09-01 11:57:00,98,37.9,8.28,0.35,happy,539,42,25.4,51.7,25,1,17,4,10,1
1019,2024-09-01 11:58:00,64,36.2,1.73,0.82,stressed,932,68,21.1,35.7,6,1,84,73,7,0
