session_id,sent_at,temperature,humidity,co2_level,light_level,noise_level,occupancy,rating_score,rating
2,2026-04-01 09:44:00,23.6,27.978,1034.8,470.0,70,1,1.49,1
2,2026-04-01 09:45:00,23.525,28.0,1055.5,454.0,40,1,1.06,1
2,2026-04-01 09:46:00,23.5,27.978,1055.25,454.0,70,1,1.03,1
2,2026-04-01 09:47:00,23.5,28.0,1050.0,454.0,45,1,1.64,2
2,2026-04-01 09:48:00,23.5,28.0,1051.25,454.0,65,1,2.52,3
2,2026-04-01 09:49:00,23.5,28.0,1053.6,445.0,45,1,1.64,2
2,2026-04-01 09:50:00,23.5,28.0,1055.5,439.0,45,1,1.31,1
2,2026-04-01 09:51:00,23.5,28.025,1055.0,444.25,65,1,1.89,2
2,2026-04-01 09:52:00,23.445,28.125,1059.5,454.75,75,1,2.93,3
2,2026-04-01 09:53:00,23.39,28.18,1060.0,455.8,50,1,1.0,1
2,2026-04-01 09:54:00,23.39,28.2,1073.6,451.6,50,1,2.94,3
2,2026-04-01 09:55:00,23.39,28.2,1078.6,451.6,80,1,1.68,2
2,2026-04-01 09:56:00,23.39,28.2,1081.0,454.75,55,1,1.99,2
2,2026-04-01 09:57:00,23.39,28.2225,1082.0,454.75,35,1,2.32,2
2,2026-04-01 09:58:00,23.39,28.373333333333303,1088.83333333333,457.5,70,1,1.18,1
2,2026-04-01 09:59:00,23.37,28.39,1090.6,464.0,50,1,1.0,1
3,2026-04-01 10:00:00,23.39,28.323333333333306,1086.0,464.0,45,1,1.0,1
3,2026-04-01 10:01:00,23.373333333333303,28.445,1092.5,464.0,55,1,1.82,2
3,2026-04-01 10:02:00,23.39,28.5,1103.75,471.5,45,1,1.74,2
3,2026-04-01 10:03:00,23.323333333333306,28.5,1104.5,475.666666666667,40,1,2.22,2
3,2026-04-01 10:04:00,23.365,28.5,1103.5,471.5,80,1,2.12,2
3,2026-04-01 10:05:00,23.29,28.5,1112.0,467.75,40,1,2.42,2
3,2026-04-01 10:06:00,23.306666666666697,28.533333333333303,1105.66666666667,466.5,75,1,1.2,1
3,2026-04-01 10:07:00,23.29,28.7,1104.0,464.0,75,1,1.59,2
3,2026-04-01 10:08:00,23.29,28.7,1117.2,467.0,35,1,2.03,2
3,2026-04-01 10:09:00,23.29,28.675,1121.25,467.75,65,1,3.3,3
3,2026-04-01 10:10:00,23.29,28.6166666666667,1115.66666666667,466.5,80,1,3.08,3
3,2026-04-01 10:11:00,23.29,28.66,1120.0,459.0,55,1,2.98,3
3,2026-04-01 10:12:00,23.29,28.55,1123.75,464.0,45,1,1.02,1
3,2026-04-01 10:13:00,23.29,28.6,1116.0,470.0,40,1,1.59,2
3,2026-04-01 10:14:00,23.272,28.6,1126.8,464.0,55,1,3.2,3
3,2026-04-01 10:15:00,23.2,28.4175,1112.75,464.0,45,1,2.42,2
3,2026-04-01 10:16:00,23.23,28.5,1104.5,449.0,50,1,1.81,2
3,2026-04-01 10:17:00,23.29,28.5,1108.0,464.0,60,1,2.27,2
3,2026-04-01 10:18:00,23.215,28.6333333333333,1127.83333333333,462.333333333333,75,1,2.88,3
3,2026-04-01 10:19:00,23.2,28.6,1128.75,469.0,35,1,2.48,2
3,2026-04-01 10:20:00,23.2,28.65,1124.25,469.0,60,1,2.25,2
3,2026-04-01 10:21:00,23.2,28.62,1130.4,469.0,80,1,2.3,2
3,2026-04-01 10:22:00,23.2,28.7,1138.0,464.0,60,1,1.3,1
3,2026-04-01 10:23:00,23.2,28.7,1144.0,456.5,80,1,2.29,2
3,2026-04-01 10:24:00,23.2,28.718000000000004,1140.0,457.0,80,1,3.03,3
3,2026-04-01 10:25:00,23.2,28.79,1139.25,450.25,40,1,3.55,4
3,2026-04-01 10:26:00,23.2,28.79,1167.33333333333,446.0,40,1,2.22,2
3,2026-04-01 10:27:00,23.14,28.79,1159.6,451.6,75,1,1.63,2
3,2026-04-01 10:28:00,23.15,28.89,1157.75,454.75,50,1,1.98,2
3,2026-04-01 10:29:00,23.15,28.89,1159.5,448.0,40,1,3.33,3
4,2026-04-01 10:30:00,23.18,28.83,1156.4,444.0,50,1,1.84,2
4,2026-04-01 10:31:00,23.1166666666667,28.945,1160.0,444.0,75,1,3.54,4
4,2026-04-01 10:32:00,23.14,28.956,1169.8,444.0,45,1,3.21,3
4,2026-04-01 10:33:00,23.1,29.0,1176.16666666667,444.0,50,1,1.41,1
4,2026-04-01 10:34:00,23.1,29.075,1175.25,444.0,35,1,2.67,3
4,2026-04-01 10:35:00,23.1,28.918000000000003,1166.6,444.0,40,1,2.81,3
4,2026-04-01 10:36:00,23.1,27.925,1140.25,444.0,50,1,2.41,2
4,2026-04-01 10:37:00,23.06,27.772,1089.2,444.0,75,1,2.25,2
4,2026-04-01 10:38:00,23.02,27.556,1042.6,435.0,75,1,1.77,2
4,2026-04-01 10:39:00,23.01,27.818833333333306,1051.1,432.0,70,1,1.78,2
4,2026-04-01 10:40:00,23.0,28.0816666666667,1059.6,429.0,45,1,1.64,2
4,2026-04-01 10:41:00,23.0,27.956,1064.6,429.0,80,1,1.6,2
4,2026-04-01 10:42:00,22.981666666666698,27.908333333333303,1061.66666666667,429.0,50,1,2.82,3
4,2026-04-01 10:43:00,23.0,27.926666666666694,1058.33333333333,429.0,70,1,3.6,4
4,2026-04-01 10:44:00,23.0,28.018,1061.6,429.0,60,1,2.25,2
4,2026-04-01 10:45:00,22.981666666666698,28.0666666666667,1070.33333333333,429.0,40,1,1.06,1
4,2026-04-01 10:46:00,22.945,28.1,1074.0,429.0,45,1,2.72,3
4,2026-04-01 10:47:00,23.0,28.1,1086.25,429.0,55,1,1.47,1
4,2026-04-01 10:48:00,22.956,28.2,1089.6,429.0,45,1,2.72,3
4,2026-04-01 10:49:00,22.9725,28.1,1085.0,429.0,60,1,2.25,2
4,2026-04-01 10:50:00,22.945,28.1333333333333,1085.0,429.0,70,1,1.03,1
4,2026-04-01 10:51:00,23.0,28.2,1088.0,429.0,45,1,1.02,1
4,2026-04-01 10:52:00,22.945,28.2,1091.75,429.0,60,1,2.98,3
4,2026-04-01 10:53:00,23.0,28.1333333333333,1091.33333333333,429.0,60,1,2.59,3
4,2026-04-01 10:54:00,22.912,28.1,1088.2,429.0,55,1,2.59,3
4,2026-04-01 10:55:00,22.89,28.1,1087.5,429.0,75,1,1.98,2
4,2026-04-01 10:56:00,22.89,27.956,1079.2,432.0,55,1,3.2,3
4,2026-04-01 10:57:00,22.865,27.84,1077.25,432.75,80,1,3.08,3
4,2026-04-01 10:58:00,22.873333333333303,27.6833333333333,1064.16666666667,439.0,35,1,1.14,1
4,2026-04-01 10:59:00,22.873333333333303,27.6,1056.4,429.0,80,1,1.75,2
5,2026-04-01 11:00:00,22.89,27.6,1043.6,432.75,65,1,2.29,2
5,2026-04-01 11:01:00,22.815,27.445,1039.5,432.75,60,1,2.25,2
5,2026-04-01 11:02:00,22.84,27.373333333333303,1028.66666666667,436.5,45,1,1.51,2
5,2026-04-01 11:03:00,22.79,27.365,1020.4,438.0,65,1,2.58,3
5,2026-04-01 11:04:00,22.79,27.2,1018.0,444.0,35,1,1.0,1
5,2026-04-01 11:05:00,22.79,27.1714285714286,1015.14285714286,435.428571428571,65,1,2.04,2
5,2026-04-01 11:06:00,22.79,27.0666666666667,1006.33333333333,434.0,55,1,1.05,1
5,2026-04-01 11:07:00,22.79,27.02,1002.6,432.0,35,1,1.91,2
5,2026-04-01 11:08:00,22.772,26.934,993.2,438.0,75,1,2.71,3
5,2026-04-01 11:09:00,22.76,26.823333333333306,983.333333333333,439.0,55,1,3.06,3
5,2026-04-01 11:10:00,22.7,26.754,976.2,432.0,45,1,3.02,3
5,2026-04-01 11:11:00,22.7225,26.7,980.75,432.75,65,1,1.72,2
5,2026-04-01 11:12:00,22.7,26.6833333333333,971.333333333333,434.0,75,1,3.51,4
5,2026-04-01 11:13:00,22.7,26.533333333333303,966.666666666667,444.0,75,1,2.21,2
5,2026-04-01 11:14:00,22.7,26.463333333333303,963.0,444.0,70,1,1.54,2
5,2026-04-01 11:15:00,22.7,26.445,952.333333333333,441.5,80,1,1.79,2
5,2026-04-01 11:16:00,22.7,26.34,948.0,444.0,45,1,1.41,1
5,2026-04-01 11:17:00,22.7,26.26,945.0,444.0,40,1,2.19,2
5,2026-04-01 11:18:00,22.7,26.2,941.6,441.0,80,1,1.0,1
5,2026-04-01 11:19:00,22.7,26.16,929.8,438.0,80,1,3.18,3
5,2026-04-01 11:20:00,22.7,26.02,923.8,441.0,70,1,3.26,3
5,2026-04-01 11:21:00,22.7,26.1,919.0,440.25,60,1,1.8,2
5,2026-04-01 11:22:00,22.7,26.0,918.25,439.0,45,1,1.79,2
5,2026-04-01 11:23:00,22.7,25.934,919.4,438.0,75,1,2.58,3
5,2026-04-01 11:24:00,22.7,25.926666666666694,927.333333333333,439.0,35,1,2.15,2
5,2026-04-01 11:25:00,22.7,25.815,920.25,432.75,65,1,3.22,3
5,2026-04-01 11:26:00,22.68,25.772,902.4,432.0,70,1,1.91,2
5,2026-04-01 11:27:00,22.64,25.696,904.4,429.0,55,1,3.83,4
5,2026-04-01 11:28:00,22.6,25.575,897.0,429.0,55,1,2.87,3
5,2026-04-01 11:29:00,22.6666666666667,25.6,892.0,429.0,50,1,1.05,1
6,2026-04-01 11:30:00,22.6,25.525,882.5,433.5,65,1,2.54,3
6,2026-04-01 11:31:00,22.62,25.476,887.2,436.2,40,1,2.56,3
6,2026-04-01 11:32:00,22.625,25.55,889.25,442.5,70,1,1.68,2
6,2026-04-01 11:33:00,22.6,25.39,889.2,443.4,60,1,2.04,2
6,2026-04-01 11:34:00,22.65,25.42,880.75,438.0,45,1,3.11,3
6,2026-04-01 11:35:00,22.6,25.2675,868.75,442.5,65,1,3.03,3
6,2026-04-01 11:36:00,22.6,25.218000000000004,861.0,439.8,40,1,2.6,3
6,2026-04-01 11:37:00,22.6,25.2,860.6,439.8,35,1,2.13,2
6,2026-04-01 11:38:00,22.6,25.2,864.0,435.5,45,1,3.41,3
6,2026-04-01 11:39:00,22.6,25.15,859.0,430.75,60,1,2.16,2
6,2026-04-01 11:40:00,22.6,25.14,854.4,440.6,55,1,2.2,2
6,2026-04-01 11:41:00,22.6,25.15,847.4,428.2,40,1,1.62,2
6,2026-04-01 11:42:00,22.6,25.04,837.2,432.2,45,1,2.73,3
6,2026-04-01 11:43:00,22.6,25.05,834.75,431.75,65,1,2.46,2
6,2026-04-01 11:44:00,22.6,25.06,832.4,429.2,65,1,2.33,2
6,2026-04-01 11:45:00,22.6,25.0,832.0,433.0,40,1,4.05,4
6,2026-04-01 11:46:00,22.6,25.0,836.25,433.0,35,1,1.6,2
6,2026-04-01 11:47:00,22.6,25.0,832.6,428.2,35,1,3.5,4
6,2026-04-01 11:48:00,22.6,25.025,821.5,428.25,60,1,2.75,3
6,2026-04-01 11:49:00,22.6,25.1,832.4,425.4,55,1,2.37,2
6,2026-04-01 11:50:00,22.6,25.08,832.4,429.2,75,1,1.88,2
6,2026-04-01 11:51:00,22.56,25.02,830.75,433.0,70,1,2.08,2
6,2026-04-01 11:52:00,22.58,25.08,821.5,433.0,35,1,2.98,3
6,2026-04-01 11:53:00,22.575,25.075,818.25,433.0,55,1,1.97,2
6,2026-04-01 11:54:00,22.56,24.912,819.8,433.0,80,1,2.18,2
6,2026-04-01 11:55:00,22.55,25.2,822.5,433.0,65,1,2.76,3
6,2026-04-01 11:56:00,22.6,24.9175,818.0,433.0,35,1,2.94,3
6,2026-04-01 11:57:00,22.58,25.06,812.8,433.0,50,1,2.91,3
6,2026-04-01 11:58:00,22.5666666666667,24.908333333333303,816.5,433.0,50,1,3.76,4
6,2026-04-01 11:59:00,22.525,24.945,822.25,433.0,80,1,1.99,2
7,2026-04-01 12:00:00,22.54,24.89,825.0,433.0,65,1,2.39,2
7,2026-04-01 12:01:00,22.5,24.865,816.5,433.0,40,1,1.24,1
7,2026-04-01 12:02:00,22.5,24.9175,811.5,433.0,35,1,1.11,1
7,2026-04-01 12:03:00,22.5,24.911666666666697,811.0,433.0,45,1,1.93,2
7,2026-04-01 12:04:00,22.56,24.81,812.2,433.0,35,1,2.41,2
7,2026-04-01 12:05:00,22.525,24.89,814.25,426.0,65,1,3.8,4
7,2026-04-01 12:06:00,22.52,24.976,824.0,430.2,55,1,2.94,3
7,2026-04-01 12:07:00,22.575,25.075,834.5,433.0,65,1,3.08,3
7,2026-04-01 12:08:00,22.6,25.0,837.0,433.0,55,1,1.32,1
7,2026-04-01 12:09:00,22.6,25.0214285714286,841.166666666667,433.0,80,1,2.83,3
7,2026-04-01 12:10:00,22.6,25.042857142857105,845.333333333333,433.0,80,1,1.0,1
7,2026-04-01 12:11:00,22.6,25.1,854.75,433.0,35,1,2.22,2
7,2026-04-01 12:12:00,22.6,25.1,850.333333333333,428.333333333333,50,1,1.05,1
7,2026-04-01 12:13:00,22.6,25.08,845.4,424.6,35,1,2.36,2
7,2026-04-01 12:14:00,22.6,25.1666666666667,854.333333333333,433.0,70,1,1.91,2
7,2026-04-01 12:15:00,22.6,25.0666666666667,849.333333333333,428.333333333333,75,0,2.05,2
7,2026-04-01 12:16:00,22.6,25.2,853.0,422.5,40,0,2.72,3
7,2026-04-01 12:17:00,22.6,25.2,853.0,423.666666666667,50,0,3.86,4
7,2026-04-01 12:18:00,22.54,25.16,852.0,424.6,55,0,2.49,2
7,2026-04-01 12:19:00,22.54,25.16,853.6,427.4,60,0,2.16,2
7,2026-04-01 12:20:00,22.54,25.14,845.6,421.8,50,0,1.05,1
7,2026-04-01 12:21:00,22.525,25.1,834.25,426.0,55,0,3.09,3
7,2026-04-01 12:22:00,22.5,25.04,826.4,421.8,50,0,2.57,3
7,2026-04-01 12:23:00,22.5,25.0,819.6,419.0,60,0,1.94,2
7,2026-04-01 12:24:00,22.5,25.0,829.6,419.0,40,0,3.98,4
7,2026-04-01 12:25:00,22.5,25.0,824.0,419.0,65,0,2.21,2
7,2026-04-01 12:26:00,22.5,24.912,814.2,419.0,60,0,3.19,3
7,2026-04-01 12:27:00,22.5,24.89,813.5,419.0,80,0,3.68,4
7,2026-04-01 12:28:00,22.5,24.89,813.8,419.0,65,0,1.72,2
7,2026-04-01 12:29:00,22.5,24.89,811.0,419.0,50,0,2.76,3
8,2026-04-01 12:30:00,22.478,24.87,804.6,419.0,55,0,2.37,2
8,2026-04-01 12:31:00,22.456,24.83,807.8,419.0,50,0,2.26,2
8,2026-04-01 12:32:00,22.5,24.856666666666698,802.333333333333,419.0,45,0,2.95,3
8,2026-04-01 12:33:00,22.4175,24.7475,796.75,419.0,40,0,2.89,3
8,2026-04-01 12:34:00,22.456,24.81,794.4,419.0,80,0,3.07,3
8,2026-04-01 12:35:00,22.39,24.7,790.6,419.0,35,0,3.64,4
8,2026-04-01 12:36:00,22.4175,24.7225,789.75,419.0,55,0,2.2,2
8,2026-04-01 12:37:00,22.39,24.7,782.2,419.0,75,0,2.7,3
8,2026-04-01 12:38:00,22.39,24.7225,772.25,419.0,40,1,3.05,3
8,2026-04-01 12:39:00,22.39,24.717083333333303,772.925,419.0,45,1,2.95,3
8,2026-04-01 12:40:00,22.39,24.711666666666694,773.6,419.0,40,1,2.56,3
8,2026-04-01 12:41:00,22.39,24.625,773.75,419.0,50,1,1.56,2
8,2026-04-01 12:42:00,22.39,24.754,771.8,416.2,75,1,2.75,3
8,2026-04-01 12:43:00,22.39,24.912,782.8,418.6,45,1,1.52,2
8,2026-04-01 12:44:00,22.39,25.245,796.5,415.0,80,1,1.79,2
8,2026-04-01 12:45:00,22.39,25.0925,809.0,310.25,45,1,2.14,2
8,2026-04-01 12:46:00,22.39,25.0,805.5,0.0,45,0,1.0,1
8,2026-04-01 12:47:00,22.35,24.978,791.4,0.0,70,0,1.85,2
8,2026-04-01 12:48:00,22.323333333333306,25.0,779.333333333333,0.0,50,0,2.59,3
8,2026-04-01 12:49:00,22.365,24.9725,780.75,0.0,40,0,2.6,3
8,2026-04-01 12:50:00,22.315,24.89,781.75,0.0,50,0,1.0,1
8,2026-04-01 12:51:00,22.29,24.9175,781.0,0.0,70,0,1.23,1
8,2026-04-01 12:52:00,22.29,24.912,778.4,0.0,65,0,1.28,1
8,2026-04-01 12:53:00,22.26,24.856666666666698,769.333333333333,0.0,40,0,1.02,1
8,2026-04-01 12:54:00,22.254,24.85,766.5,0.0,65,0,1.66,2
8,2026-04-01 12:55:00,22.23,24.7933333333333,763.25,0.0,40,0,1.0,1
8,2026-04-01 12:56:00,22.26,24.823333333333306,762.333333333333,0.0,45,0,1.84,2
8,2026-04-01 12:57:00,22.2,24.79,761.5,0.0,80,0,1.57,2
8,2026-04-01 12:58:00,22.2,24.79,761.0,0.0,60,0,3.74,4
8,2026-04-01 12:59:00,22.2,24.736,757.0,0.0,55,0,1.02,1
9,2026-04-01 13:00:00,22.2,24.79,752.333333333333,0.0,65,0,2.53,3
9,2026-04-01 13:01:00,22.1333333333333,24.7,748.666666666667,0.0,40,0,1.04,1
9,2026-04-01 13:02:00,22.1,24.7,746.25,0.0,65,0,2.09,2
9,2026-04-01 13:03:00,22.15,24.7225,745.25,0.0,55,0,1.42,1
9,2026-04-01 13:04:00,22.1,24.7,740.666666666667,0.0,45,0,2.92,3
9,2026-04-01 13:05:00,22.1,24.7,738.0,0.0,35,0,3.2,3
9,2026-04-01 13:06:00,22.1333333333333,24.7,732.666666666667,0.0,50,0,1.98,2
9,2026-04-01 13:07:00,22.1,24.7,727.0,0.0,55,0,2.81,3
9,2026-04-01 13:08:00,22.1,24.675,716.0,0.0,45,0,1.64,2
9,2026-04-01 13:09:00,22.0666666666667,24.6666666666667,723.25,0.0,65,0,1.28,1
9,2026-04-01 13:10:00,22.0666666666667,24.6666666666667,718.333333333333,0.0,35,0,2.52,3
9,2026-04-01 13:11:00,22.0,24.58,716.6,0.0,45,0,3.07,3
9,2026-04-01 13:12:00,21.978,24.6,714.0,0.0,65,0,2.03,2
9,2026-04-01 13:13:00,21.978,24.56,714.2,0.0,35,0,3.13,3
9,2026-04-01 13:14:00,21.945,24.6,715.0,0.0,60,0,3.41,3
9,2026-04-01 13:15:00,21.926666666666694,24.5,706.666666666667,0.0,55,0,3.25,3
9,2026-04-01 13:16:00,21.89,24.5,706.0,0.0,60,0,2.31,2
9,2026-04-01 13:17:00,21.89,24.525,698.75,0.0,80,0,3.38,3
9,2026-04-01 13:18:00,21.89,24.5,692.5,0.0,75,0,1.75,2
9,2026-04-01 13:19:00,21.89,24.5,694.75,0.0,40,0,1.89,2
9,2026-04-01 13:20:00,21.815,24.4175,697.25,0.0,65,0,2.53,3
9,2026-04-01 13:21:00,21.823333333333306,24.463333333333303,692.0,0.0,60,0,3.53,4
9,2026-04-01 13:22:00,21.79,24.39,691.0,0.0,70,0,3.42,3
9,2026-04-01 13:23:00,21.79,24.39,689.75,0.0,55,0,2.81,3
9,2026-04-01 13:24:00,21.79,24.39,689.0,0.0,75,0,1.0,1
9,2026-04-01 13:25:00,21.7675,24.39,687.0,0.0,65,0,1.0,1
9,2026-04-01 13:26:00,21.7675,24.365,679.75,0.0,70,0,1.61,2
9,2026-04-01 13:27:00,21.754,24.35,668.4,0.0,65,0,2.73,3
9,2026-04-01 13:28:00,21.7,24.29,665.666666666667,0.0,40,0,2.44,2
9,2026-04-01 13:29:00,21.7,24.29,664.75,0.0,55,0,3.18,3
10,2026-04-01 13:30:00,21.7,24.29,668.0,0.0,55,0,1.34,1
10,2026-04-01 13:31:00,21.7,24.29,661.25,0.0,70,0,3.42,3
10,2026-04-01 13:32:00,21.64,24.236,658.2,0.0,70,0,1.78,2
10,2026-04-01 13:33:00,21.6,24.2,656.0,0.0,70,0,3.42,3
10,2026-04-01 13:34:00,21.6,24.2,654.8,0.0,70,0,1.59,2
10,2026-04-01 13:35:00,21.6,24.2225,653.75,0.0,60,0,1.5,2
10,2026-04-01 13:36:00,21.5,24.26,650.333333333333,0.0,50,0,2.46,2
10,2026-04-01 13:37:00,21.5,24.2,650.75,0.0,70,0,3.42,3
10,2026-04-01 13:38:00,21.55,24.2,648.25,0.0,75,0,1.83,2
10,2026-04-01 13:39:00,21.5,24.2,640.333333333333,0.0,35,0,2.52,3
10,2026-04-01 13:40:00,21.5,24.2,638.0,0.0,60,0,3.58,4
10,2026-04-01 13:41:00,21.5,24.2,636.25,0.0,40,0,3.53,4
10,2026-04-01 13:42:00,21.5,24.2,636.333333333333,0.0,55,0,1.0,1
10,2026-04-01 13:43:00,21.5,24.15,635.75,0.0,55,0,2.19,2
10,2026-04-01 13:44:00,21.5,24.175,635.5,0.0,75,0,2.13,2
10,2026-04-01 13:45:00,21.5,24.125,627.5,0.0,65,0,1.28,1
10,2026-04-01 13:46:00,21.5,24.15,626.25,0.0,40,0,1.02,1
10,2026-04-01 13:47:00,21.5,24.125,621.5,0.0,70,0,2.41,2
10,2026-04-01 13:48:00,21.5,24.1,621.75,0.0,75,0,2.17,2
10,2026-04-01 13:49:00,21.5,24.1,620.666666666667,0.0,35,0,2.52,3
10,2026-04-01 13:50:00,21.5,24.1,617.0,0.0,80,0,3.28,3
10,2026-04-01 13:51:00,21.5,24.1,612.75,0.0,65,0,2.03,2
10,2026-04-01 13:52:00,21.4725,24.075,614.5,0.0,50,0,2.61,3
10,2026-04-01 13:53:00,21.39,24.0,617.333333333333,0.0,80,0,3.38,3
10,2026-04-01 13:54:00,21.426666666666694,23.926666666666694,614.25,0.0,55,0,1.42,1
10,2026-04-01 13:55:00,21.39,23.9725,610.75,0.0,75,0,2.52,3
10,2026-04-01 13:56:00,21.39,23.9175,603.0,0.0,40,0,2.29,2
10,2026-04-01 13:57:00,21.39,23.945,603.5,0.0,40,0,2.06,2
10,2026-04-01 13:58:00,21.365,23.89,602.0,0.0,70,0,2.45,2
10,2026-04-01 13:59:00,21.323333333333306,24.0,605.666666666667,0.0,40,0,4.08,4
11,2026-04-01 14:00:00,21.34,23.9725,604.5,0.0,70,0,2.73,3
11,2026-04-01 14:01:00,21.315,23.9725,599.0,0.0,80,0,1.74,2
11,2026-04-01 14:02:00,21.356666666666698,24.0,600.0,0.0,50,0,2.49,2
11,2026-04-01 14:03:00,21.39,23.9725,596.5,0.0,50,0,3.46,3
11,2026-04-01 14:04:00,21.315,23.89,597.5,0.0,40,0,2.98,3
11,2026-04-01 14:05:00,21.29,23.945,594.0,0.0,35,0,1.34,1
11,2026-04-01 14:06:00,21.29,23.9725,590.5,0.0,60,0,1.72,2
11,2026-04-01 14:07:00,21.29,23.89,586.666666666667,0.0,55,0,2.34,2
11,2026-04-01 14:08:00,21.29,23.926666666666694,588.0,0.0,80,0,3.35,3
11,2026-04-01 14:09:00,21.29,23.89,585.5,0.0,55,0,1.42,1
11,2026-04-01 14:10:00,21.29,23.89,584.5,0.0,75,0,2.94,3
11,2026-04-01 14:11:00,21.254,23.85,587.2,0.0,50,0,2.46,2
11,2026-04-01 14:12:00,21.23,23.823333333333306,585.0,0.0,70,0,1.03,1
11,2026-04-01 14:13:00,21.218000000000004,23.81,579.4,0.0,80,0,2.68,3
11,2026-04-01 14:14:00,21.2,23.79,579.333333333333,0.0,65,0,2.03,2
11,2026-04-01 14:15:00,21.2,23.79,581.6,0.0,60,0,1.74,2
11,2026-04-01 14:16:00,21.2,23.79,581.666666666667,0.0,70,0,3.45,3
11,2026-04-01 14:17:00,21.2,23.79,577.5,0.0,50,0,2.46,2
11,2026-04-01 14:18:00,21.2,23.79,577.333333333333,0.0,40,0,2.31,2
11,2026-04-01 14:19:00,21.2,23.7675,574.25,0.0,70,0,1.69,2
11,2026-04-01 14:20:00,21.2,23.745,569.0,0.0,50,0,2.76,3
11,2026-04-01 14:21:00,21.2,23.76,565.333333333333,0.0,40,0,1.04,1
11,2026-04-01 14:22:00,21.2,23.7,561.4,0.0,55,0,2.63,3
11,2026-04-01 14:23:00,21.2,23.79,567.333333333333,0.0,60,0,2.45,2
