timestamp,sensorId,room,temperature,humidity,noise,pressure,CO2,comfortLevel
2025-09-26 09:34:09+00:00,70:ee:50:77:a4:32,Lab 2.2,25.3,50.0,62.0,1018.5,686.0,5
2025-09-26 09:34:41+00:00,70:ee:50:77:a4:32,Lab 2.2,25.3,50.0,62.0,1018.5,686.0,4
2025-09-26 09:47:31+00:00,70:ee:50:77:a4:32,Lab 2.2,25.5,49.0,62.0,1018.4,714.0,4
2025-09-26 09:48:31+00:00,70:ee:50:77:a4:32,Lab 2.2,25.5,49.0,62.0,1018.4,714.0,5
2025-09-26 09:49:04+00:00,70:ee:50:77:a4:32,Lab 2.2,25.5,49.0,62.0,1018.4,714.0,5
2025-09-26 09:56:09+00:00,70:ee:50:77:a4:32,Lab 2.2,25.7,49.0,61.0,1018.4,758.0,4
2025-09-26 09:56:55+00:00,70:ee:50:77:a4:32,Lab 2.2,25.7,49.0,61.0,1018.4,758.0,2
2025-09-26 10:01:47+00:00,70:ee:50:77:a4:32,Lab 2.2,25.7,48.0,61.0,1018.4,754.0,3
2025-09-26 10:02:36+00:00,70:ee:50:77:a4:32,Lab 2.2,25.7,48.0,61.0,1018.4,754.0,4
2025-09-26 10:05:34+00:00,70:ee:50:77:a4:32,Lab 2.2,25.8,48.0,58.0,1018.4,766.0,3
2025-09-26 10:06:14+00:00,70:ee:50:77:a4:32,Lab 2.2,25.8,48.0,58.0,1018.4,766.0,3
2025-09-26 10:11:47+00:00,70:ee:50:77:a4:32,Lab 2.2,25.9,48.0,59.0,1018.3,763.0,4
2025-09-26 10:18:32+00:00,70:ee:50:77:a4:32,Lab 2.2,26.0,48.0,58.0,1018.3,753.0,4
2025-09-26 10:24:03+00:00,70:ee:50:77:a4:32,Lab 2.2,26.0,48.0,60.0,1018.3,723.0,4
2025-09-26 10:24:20+00:00,70:ee:50:77:a4:32,Lab 2.2,26.0,48.0,60.0,1018.3,723.0,4
2025-09-26 10:39:55+00:00,70:ee:50:77:a4:32,Lab 2.2,26.2,47.0,61.0,1018.4,757.0,4
2025-09-26 11:23:19+00:00,70:ee:50:77:a4:32,Lab 2.2,26.0,46.0,53.0,1018.1,510.0,3
2025-09-26 11:36:41+00:00,70:ee:50:77:a4:32,Lab 2.2,25.9,46.0,55.0,1018.1,535.0,3
2025-09-26 11:37:40+00:00,70:ee:50:77:a4:32,Lab 2.2,25.9,46.0,55.0,1018.1,535.0,2
2025-09-26 11:56:10+00:00,70:ee:50:77:a4:32,Lab 2.2,25.8,47.0,58.0,1018.1,516.0,2
2025-09-26 12:03:38+00:00,70:ee:50:77:a4:32,Lab 2.2,25.8,47.0,53.0,1018.1,612.0,3
2025-09-26 13:06:16+00:00,70:ee:50:77:a4:32,Lab 2.2,25.6,50.0,54.0,1018.9,532.0,2
2025-09-26 13:17:39+00:00,70:ee:50:77:a4:32,Lab 2.2,25.5,51.0,54.0,1018.8,528.0,3
2025-09-26 13:45:22+00:00,70:ee:50:77:a4:32,Lab 2.2,25.5,52.0,51.0,1018.7,528.0,2
2025-09-26 14:00:37+00:00,70:ee:50:77:a4:32,Lab 2.2,25.4,52.0,53.0,1018.8,539.0,4
2025-09-26 18:52:06+00:00,70:ee:50:77:a4:32,Lab 2.2,24.0,53.0,39.0,1019.6,376.0,4
2025-10-03 07:08:45+00:00,70:ee:50:77:a4:32,Lab 2.2,20.6,47.0,58.0,1021.8,567.0,4
2025-10-03 07:10:00+00:00,70:ee:50:77:a4:32,Lab 2.2,20.6,47.0,58.0,1021.8,567.0,3
2025-10-03 07:10:15+00:00,70:ee:50:77:a4:32,Lab 2.2,20.6,47.0,58.0,1021.8,567.0,5
2025-10-03 07:14:14+00:00,70:ee:50:77:a4:32,Lab 2.2,20.6,47.0,58.0,1021.7,591.0,3
2025-10-03 07:16:32+00:00,70:ee:50:77:a4:32,Lab 2.2,20.6,47.0,58.0,1021.7,591.0,3
2025-10-03 07:18:38+00:00,70:ee:50:77:a4:32,Lab 2.2,20.7,47.0,61.0,1021.7,629.0,5
2025-10-03 07:20:50+00:00,70:ee:50:77:a4:32,Lab 2.2,20.7,47.0,61.0,1021.7,629.0,3
2025-10-03 07:22:53+00:00,70:ee:50:77:a4:32,Lab 2.2,20.7,47.0,61.0,1021.7,629.0,3
2025-10-03 07:22:59+00:00,70:ee:50:77:a4:32,Lab 2.2,20.7,47.0,61.0,1021.7,629.0,3
2025-10-03 07:23:22+00:00,70:ee:50:77:a4:32,Lab 2.2,20.6,48.0,60.0,1021.5,641.0,2
2025-10-03 07:23:32+00:00,70:ee:50:77:a4:32,Lab 2.2,20.6,48.0,60.0,1021.5,641.0,4
2025-10-03 07:24:05+00:00,70:ee:50:77:a4:32,Lab 2.2,20.6,48.0,60.0,1021.5,641.0,4
2025-10-03 07:24:14+00:00,70:ee:50:77:a4:32,Lab 2.2,20.6,48.0,60.0,1021.5,641.0,4
2025-10-03 07:24:29+00:00,70:ee:50:77:a4:32,Lab 2.2,20.6,48.0,60.0,1021.5,641.0,3
2025-10-03 07:35:20+00:00,70:ee:50:77:a4:32,Lab 2.2,20.8,48.0,58.0,1021.7,634.0,2
2025-10-03 08:04:39+00:00,70:ee:50:77:a4:32,Lab 2.2,20.9,48.0,59.0,1021.7,649.0,3
2025-10-03 08:06:44+00:00,70:ee:50:77:a4:32,Lab 2.2,20.9,48.0,59.0,1021.7,649.0,3
2025-10-03 08:13:48+00:00,70:ee:50:77:a4:32,Lab 2.2,20.9,48.0,59.0,1021.6,635.0,3
2025-10-03 08:19:48+00:00,70:ee:50:77:a4:32,Lab 2.2,21.0,47.0,60.0,1021.6,620.0,3
2025-10-03 08:42:38+00:00,70:ee:50:77:a4:32,Lab 2.2,21.0,47.0,59.0,1021.6,632.0,3
2025-10-03 08:45:49+00:00,70:ee:50:77:a4:32,Lab 2.2,21.0,48.0,60.0,1021.6,616.0,1
2025-10-03 08:45:53+00:00,70:ee:50:77:a4:32,Lab 2.2,21.0,48.0,60.0,1021.6,616.0,2
2025-10-03 08:46:18+00:00,70:ee:50:77:a4:32,Lab 2.2,21.0,48.0,60.0,1021.6,616.0,3
2025-10-03 08:46:22+00:00,70:ee:50:77:a4:32,Lab 2.2,21.0,48.0,60.0,1021.6,616.0,2
2025-10-03 08:51:58+00:00,70:ee:50:77:a4:32,Lab 2.2,21.1,48.0,61.0,1021.7,624.0,5
2025-10-03 08:58:16+00:00,70:ee:50:77:a4:32,Lab 2.2,21.1,48.0,59.0,1021.7,585.0,2
2025-10-03 09:00:24+00:00,70:ee:50:77:a4:32,Lab 2.2,21.1,48.0,63.0,1021.6,588.0,4
2025-10-03 09:03:40+00:00,70:ee:50:77:a4:32,Lab 2.2,21.1,48.0,63.0,1021.6,588.0,4
2025-10-03 09:05:47+00:00,70:ee:50:77:a4:32,Lab 2.2,21.1,48.0,62.0,1021.5,588.0,5
2025-10-03 09:10:51+00:00,70:ee:50:77:a4:32,Lab 2.2,21.1,48.0,63.0,1021.6,605.0,5
2025-10-03 09:11:23+00:00,70:ee:50:77:a4:32,Lab 2.2,21.1,48.0,63.0,1021.6,605.0,3
2025-10-03 09:13:00+00:00,70:ee:50:77:a4:32,Lab 2.2,21.1,48.0,63.0,1021.6,605.0,4
2025-10-03 09:14:48+00:00,70:ee:50:77:a4:32,Lab 2.2,21.1,48.0,63.0,1021.6,605.0,5
2025-10-03 09:14:59+00:00,70:ee:50:77:a4:32,Lab 2.2,21.1,48.0,62.0,1021.5,634.0,4
2025-10-03 09:16:16+00:00,70:ee:50:77:a4:32,Lab 2.2,21.1,48.0,62.0,1021.5,634.0,4
2025-10-03 09:16:25+00:00,70:ee:50:77:a4:32,Lab 2.2,21.1,48.0,62.0,1021.5,634.0,3
2025-10-03 09:17:17+00:00,70:ee:50:77:a4:32,Lab 2.2,21.1,48.0,62.0,1021.5,634.0,3
2025-10-03 09:19:32+00:00,70:ee:50:77:a4:32,Lab 2.2,21.1,48.0,62.0,1021.5,634.0,3
2025-10-03 09:19:35+00:00,70:ee:50:77:a4:32,Lab 2.2,21.1,48.0,62.0,1021.5,634.0,4
2025-10-03 09:21:10+00:00,70:ee:50:77:a4:32,Lab 2.2,21.2,48.0,63.0,1021.5,670.0,3
2025-10-03 09:21:17+00:00,70:ee:50:77:a4:32,Lab 2.2,21.2,48.0,63.0,1021.5,670.0,2
2025-10-03 09:21:28+00:00,70:ee:50:77:a4:32,Lab 2.2,21.2,48.0,63.0,1021.5,670.0,4
2025-10-03 09:21:51+00:00,70:ee:50:77:a4:32,Lab 2.2,21.2,48.0,63.0,1021.5,670.0,2
2025-10-03 09:21:55+00:00,70:ee:50:77:a4:32,Lab 2.2,21.2,48.0,63.0,1021.5,670.0,2
2025-10-03 09:22:09+00:00,70:ee:50:77:a4:32,Lab 2.2,21.2,48.0,63.0,1021.5,670.0,4
2025-10-03 09:22:19+00:00,70:ee:50:77:a4:32,Lab 2.2,21.2,48.0,63.0,1021.5,670.0,4
2025-10-03 09:22:26+00:00,70:ee:50:77:a4:32,Lab 2.2,21.2,48.0,63.0,1021.5,670.0,3
2025-10-03 09:26:48+00:00,70:ee:50:77:a4:32,Lab 2.2,21.2,48.0,62.0,1021.5,671.0,3
2025-10-03 09:33:39+00:00,70:ee:50:77:a4:32,Lab 2.2,21.3,48.0,59.0,1021.5,671.0,3
2025-10-03 09:35:54+00:00,70:ee:50:77:a4:32,Lab 2.2,21.3,48.0,62.0,1021.5,675.0,3
2025-10-03 09:50:53+00:00,70:ee:50:77:a4:32,Lab 2.2,21.7,48.0,61.0,1021.5,693.0,3
2025-10-03 09:55:19+00:00,70:ee:50:77:a4:32,Lab 2.2,21.7,48.0,61.0,1021.4,692.0,4
2025-10-03 10:40:59+00:00,70:ee:50:77:a4:32,Lab 2.2,22.3,46.0,60.0,1020.8,711.0,3
2025-10-03 10:42:15+00:00,70:ee:50:77:a4:32,Lab 2.2,22.3,46.0,60.0,1020.8,711.0,4
2025-10-03 10:42:47+00:00,70:ee:50:77:a4:32,Lab 2.2,22.3,46.0,60.0,1020.8,711.0,3
2025-10-03 10:47:46+00:00,70:ee:50:77:a4:32,Lab 2.2,22.4,46.0,64.0,1020.8,681.0,3
2025-10-03 10:50:08+00:00,70:ee:50:77:a4:32,Lab 2.2,22.4,46.0,64.0,1020.8,681.0,4
2025-10-03 10:50:37+00:00,70:ee:50:77:a4:32,Lab 2.2,22.4,46.0,64.0,1020.8,681.0,2
2025-10-03 11:30:37+00:00,70:ee:50:77:a4:32,Lab 2.2,22.3,44.0,53.0,1020.4,511.0,3
2025-10-03 16:33:46+00:00,70:ee:50:77:a4:32,Lab 2.2,22.8,41.0,51.0,1018.6,424.0,5
2025-10-10 07:06:59+00:00,70:ee:50:77:a4:32,Lab 2.2,22.0,51.0,62.0,1026.4,620.0,3
2025-10-10 07:07:52+00:00,70:ee:50:77:a4:32,Lab 2.2,22.0,51.0,62.0,1026.4,620.0,3
2025-10-10 07:13:32+00:00,70:ee:50:77:a4:32,Lab 2.2,22.0,51.0,62.0,1026.5,660.0,3
2025-10-10 07:14:51+00:00,70:ee:50:77:a4:32,Lab 2.2,22.0,51.0,58.0,1026.5,685.0,3
2025-10-10 07:15:46+00:00,70:ee:50:77:a4:32,Lab 2.2,22.0,51.0,58.0,1026.5,685.0,4
2025-10-10 07:15:48+00:00,70:ee:50:77:a4:32,Lab 2.2,22.0,51.0,58.0,1026.5,685.0,3
2025-10-10 07:16:01+00:00,70:ee:50:77:a4:32,Lab 2.2,22.0,51.0,58.0,1026.5,685.0,3
2025-10-10 07:16:50+00:00,70:ee:50:77:a4:32,Lab 2.2,22.0,51.0,58.0,1026.5,685.0,3
2025-10-10 07:18:04+00:00,70:ee:50:77:a4:32,Lab 2.2,22.0,51.0,58.0,1026.5,685.0,4
2025-10-10 07:18:21+00:00,70:ee:50:77:a4:32,Lab 2.2,22.0,51.0,58.0,1026.5,685.0,3
2025-10-10 07:18:39+00:00,70:ee:50:77:a4:32,Lab 2.2,22.0,51.0,58.0,1026.5,685.0,4
2025-10-10 07:20:47+00:00,70:ee:50:77:a4:32,Lab 2.2,22.0,51.0,60.0,1026.5,691.0,3
2025-10-10 07:21:13+00:00,70:ee:50:77:a4:32,Lab 2.2,22.0,51.0,60.0,1026.5,691.0,5
2025-10-10 07:23:31+00:00,70:ee:50:77:a4:32,Lab 2.2,22.0,51.0,60.0,1026.5,691.0,5
2025-10-10 07:46:22+00:00,70:ee:50:77:a4:32,Lab 2.2,22.5,52.0,58.0,1026.8,700.0,3
2025-10-10 08:15:39+00:00,70:ee:50:77:a4:32,Lab 2.2,22.9,52.0,60.0,1027.2,709.0,4
2025-10-10 08:43:03+00:00,70:ee:50:77:a4:32,Lab 2.2,23.2,52.0,59.0,1027.1,728.0,4
2025-10-10 08:44:22+00:00,70:ee:50:77:a4:32,Lab 2.2,23.2,52.0,59.0,1027.1,728.0,3
2025-10-10 08:44:38+00:00,70:ee:50:77:a4:32,Lab 2.2,23.2,52.0,59.0,1027.1,728.0,3
2025-10-10 08:48:12+00:00,70:ee:50:77:a4:32,Lab 2.2,23.3,53.0,60.0,1027.2,722.0,2
2025-10-10 08:55:35+00:00,70:ee:50:77:a4:32,Lab 2.2,23.4,53.0,57.0,1027.2,702.0,3
2025-10-10 08:56:32+00:00,70:ee:50:77:a4:32,Lab 2.2,23.4,53.0,57.0,1027.2,702.0,2
2025-10-10 09:00:10+00:00,70:ee:50:77:a4:32,Lab 2.2,23.4,53.0,57.0,1027.2,702.0,4
2025-10-10 09:00:19+00:00,70:ee:50:77:a4:32,Lab 2.2,23.4,53.0,57.0,1027.2,702.0,4
2025-10-10 09:01:37+00:00,70:ee:50:77:a4:32,Lab 2.2,23.5,53.0,63.0,1027.3,722.0,4
2025-10-10 09:03:01+00:00,70:ee:50:77:a4:32,Lab 2.2,23.5,53.0,63.0,1027.3,722.0,2
2025-10-10 09:04:22+00:00,70:ee:50:77:a4:32,Lab 2.2,23.5,53.0,69.0,1027.3,730.0,4
2025-10-10 09:05:15+00:00,70:ee:50:77:a4:32,Lab 2.2,23.5,53.0,69.0,1027.3,730.0,3
2025-10-10 09:06:51+00:00,70:ee:50:77:a4:32,Lab 2.2,23.6,53.0,66.0,1027.3,771.0,5
2025-10-10 09:06:53+00:00,70:ee:50:77:a4:32,Lab 2.2,23.6,53.0,66.0,1027.3,771.0,3
2025-10-10 09:07:21+00:00,70:ee:50:77:a4:32,Lab 2.2,23.6,53.0,66.0,1027.3,771.0,3
2025-10-10 09:07:25+00:00,70:ee:50:77:a4:32,Lab 2.2,23.6,53.0,66.0,1027.3,771.0,4
2025-10-10 09:07:49+00:00,70:ee:50:77:a4:32,Lab 2.2,23.6,53.0,66.0,1027.3,771.0,2
2025-10-10 09:08:23+00:00,70:ee:50:77:a4:32,Lab 2.2,23.6,53.0,66.0,1027.3,771.0,3
2025-10-10 09:10:20+00:00,70:ee:50:77:a4:32,Lab 2.2,23.6,53.0,66.0,1027.3,771.0,4
2025-10-10 09:10:30+00:00,70:ee:50:77:a4:32,Lab 2.2,23.6,53.0,66.0,1027.3,771.0,2
2025-10-10 09:11:12+00:00,70:ee:50:77:a4:32,Lab 2.2,23.8,53.0,62.0,1027.3,776.0,3
2025-10-10 09:11:37+00:00,70:ee:50:77:a4:32,Lab 2.2,23.8,53.0,62.0,1027.3,776.0,3
2025-10-10 09:11:47+00:00,70:ee:50:77:a4:32,Lab 2.2,23.8,53.0,62.0,1027.3,776.0,3
2025-10-10 09:11:59+00:00,70:ee:50:77:a4:32,Lab 2.2,23.8,53.0,62.0,1027.3,776.0,2
2025-10-10 09:11:59+00:00,70:ee:50:77:a4:32,Lab 2.2,23.8,53.0,62.0,1027.3,776.0,4
2025-10-10 09:14:04+00:00,70:ee:50:77:a4:32,Lab 2.2,23.8,53.0,62.0,1027.3,776.0,4
2025-10-10 09:14:45+00:00,70:ee:50:77:a4:32,Lab 2.2,23.8,53.0,62.0,1027.3,776.0,2
2025-10-10 09:14:53+00:00,70:ee:50:77:a4:32,Lab 2.2,23.8,53.0,62.0,1027.3,776.0,3
2025-10-10 09:15:00+00:00,70:ee:50:77:a4:32,Lab 2.2,23.8,53.0,62.0,1027.3,776.0,5
2025-10-10 09:15:47+00:00,70:ee:50:77:a4:32,Lab 2.2,23.8,53.0,62.0,1027.3,776.0,4
2025-10-10 09:17:38+00:00,70:ee:50:77:a4:32,Lab 2.2,23.9,53.0,63.0,1027.2,790.0,5
2025-10-10 09:17:41+00:00,70:ee:50:77:a4:32,Lab 2.2,23.9,53.0,63.0,1027.2,790.0,4
2025-10-10 09:17:46+00:00,70:ee:50:77:a4:32,Lab 2.2,23.9,53.0,63.0,1027.2,790.0,3
2025-10-10 09:17:49+00:00,70:ee:50:77:a4:32,Lab 2.2,23.9,53.0,63.0,1027.2,790.0,3
2025-10-10 09:18:04+00:00,70:ee:50:77:a4:32,Lab 2.2,23.9,53.0,63.0,1027.2,790.0,5
2025-10-10 09:18:37+00:00,70:ee:50:77:a4:32,Lab 2.2,23.9,53.0,63.0,1027.2,790.0,4
2025-10-10 09:18:41+00:00,70:ee:50:77:a4:32,Lab 2.2,23.9,53.0,63.0,1027.2,790.0,3
2025-10-10 09:19:14+00:00,70:ee:50:77:a4:32,Lab 2.2,23.9,53.0,63.0,1027.2,790.0,5
2025-10-10 09:21:08+00:00,70:ee:50:77:a4:32,Lab 2.2,23.9,53.0,60.0,1027.2,794.0,4
2025-10-10 09:26:09+00:00,70:ee:50:77:a4:32,Lab 2.2,23.9,53.0,60.0,1027.2,794.0,3
2025-10-10 09:33:37+00:00,70:ee:50:77:a4:32,Lab 2.2,24.2,53.0,62.0,1027.2,812.0,3
2025-10-10 09:46:51+00:00,70:ee:50:77:a4:32,Lab 2.2,24.4,53.0,55.0,1027.3,751.0,4
2025-10-10 10:23:34+00:00,70:ee:50:77:a4:32,Lab 2.2,24.8,53.0,57.0,1027.2,744.0,4
2025-10-10 10:41:55+00:00,70:ee:50:77:a4:32,Lab 2.2,24.9,52.0,59.0,1027.1,749.0,3
2025-10-10 10:55:33+00:00,70:ee:50:77:a4:32,Lab 2.2,25.0,52.0,60.0,1027.0,745.0,3
2025-10-10 10:55:42+00:00,70:ee:50:77:a4:32,Lab 2.2,25.0,52.0,60.0,1027.0,745.0,5
2025-10-10 10:55:57+00:00,70:ee:50:77:a4:32,Lab 2.2,25.0,52.0,60.0,1027.0,745.0,5
2025-10-10 10:56:17+00:00,70:ee:50:77:a4:32,Lab 2.2,25.0,52.0,60.0,1027.0,745.0,3
2025-10-10 10:56:42+00:00,70:ee:50:77:a4:32,Lab 2.2,25.0,52.0,60.0,1027.0,745.0,5
2025-10-10 10:57:20+00:00,70:ee:50:77:a4:32,Lab 2.2,25.1,52.0,62.0,1026.9,795.0,3
2025-10-10 10:58:33+00:00,70:ee:50:77:a4:32,Lab 2.2,25.1,52.0,62.0,1026.9,795.0,3
2025-10-10 10:58:51+00:00,70:ee:50:77:a4:32,Lab 2.2,25.1,52.0,62.0,1026.9,795.0,4
2025-10-10 10:59:27+00:00,70:ee:50:77:a4:32,Lab 2.2,25.1,52.0,62.0,1026.9,795.0,4
2025-10-10 11:00:29+00:00,70:ee:50:77:a4:32,Lab 2.2,25.1,52.0,62.0,1026.9,795.0,3
2025-10-10 11:25:38+00:00,70:ee:50:77:a4:32,Lab 2.2,24.9,51.0,54.0,1026.8,559.0,5
2025-10-10 11:56:42+00:00,70:ee:50:77:a4:32,Lab 2.2,24.9,50.0,50.0,1026.4,535.0,4
2025-10-10 11:57:01+00:00,70:ee:50:77:a4:32,Lab 2.2,24.9,50.0,50.0,1026.4,535.0,4
2025-10-10 12:16:08+00:00,70:ee:50:77:a4:32,Lab 2.2,24.8,50.0,53.0,1026.3,532.0,4
2025-10-10 15:51:56+00:00,70:ee:50:77:a4:32,Lab 2.2,25.3,50.0,48.0,1025.6,524.0,3
2025-10-10 19:35:44+00:00,70:ee:50:77:a4:32,Lab 2.2,24.5,51.0,36.0,1026.3,519.0,5
2025-10-17 06:53:33+00:00,70:ee:50:77:a4:32,Lab 2.2,21.7,46.0,53.0,1018.4,495.0,3
2025-10-17 07:01:59+00:00,70:ee:50:77:a4:32,Lab 2.2,21.7,46.0,56.0,1018.5,561.0,4
2025-10-17 07:03:24+00:00,70:ee:50:77:a4:32,Lab 2.2,21.7,46.0,56.0,1018.5,561.0,3
2025-10-17 07:04:29+00:00,70:ee:50:77:a4:32,Lab 2.2,21.7,46.0,57.0,1018.5,603.0,5
2025-10-17 07:10:09+00:00,70:ee:50:77:a4:32,Lab 2.2,21.8,47.0,56.0,1018.5,624.0,3
2025-10-17 07:11:32+00:00,70:ee:50:77:a4:32,Lab 2.2,21.8,47.0,56.0,1018.5,624.0,3
2025-10-17 07:12:45+00:00,70:ee:50:77:a4:32,Lab 2.2,21.8,47.0,56.0,1018.5,624.0,3
2025-10-17 07:13:36+00:00,70:ee:50:77:a4:32,Lab 2.2,21.8,47.0,56.0,1018.5,624.0,4
2025-10-17 07:13:37+00:00,70:ee:50:77:a4:32,Lab 2.2,21.8,47.0,56.0,1018.5,624.0,4
2025-10-17 07:14:06+00:00,70:ee:50:77:a4:32,Lab 2.2,21.8,47.0,57.0,1018.6,645.0,3
2025-10-17 07:14:38+00:00,70:ee:50:77:a4:32,Lab 2.2,21.8,47.0,57.0,1018.6,645.0,4
2025-10-17 07:15:38+00:00,70:ee:50:77:a4:32,Lab 2.2,21.8,47.0,57.0,1018.6,645.0,3
