timestamp,Temperature,Humidity,CO2,Noise,Pressure
2026-01-01 03:52:30,17.5,58,1699,32,1006.9
2026-01-01 03:57:30,17.4,58,1724,33,1006.9
2026-01-01 04:07:30,17.4,58,1710,33,1006.8
2026-01-01 04:12:30,17.4,58,1698,33,1006.7
2026-01-01 04:17:30,17.4,58,1701,33,1006.6
2026-01-01 04:22:30,17.4,58,1728,33,1006.6
2026-01-01 04:27:30,17.4,58,1728,33,1006.5
2026-01-01 04:32:30,17.4,58,1686,32,1006.5
2026-01-01 04:37:30,17.4,58,1695,32,1006.4
2026-01-01 04:42:30,17.4,58,1704,32,1006.4
2026-01-01 04:47:30,17.3,58,1730,32,1006.3
2026-01-01 04:52:30,17.3,58,1713,32,1006.3
2026-01-01 04:57:30,17.3,58,1724,32,1006.3
2026-01-01 05:07:30,17.3,58,1701,32,1006.1
2026-01-01 05:12:30,17.3,58,1704,32,1006.1
2026-01-01 05:17:30,17.3,58,1692,32,1006.0
2026-01-01 05:22:30,17.3,58,1701,33,1006.0
2026-01-01 05:27:30,17.3,58,1734,33,1005.9
2026-01-01 05:32:30,17.3,58,1713,33,1005.8
2026-01-01 05:37:30,17.3,58,1701,33,1005.8
2026-01-01 05:42:30,17.3,58,1710,32,1005.8
2026-01-01 05:47:30,17.3,58,1713,32,1005.8
2026-01-01 05:52:30,17.3,58,1731,32,1005.8
2026-01-01 05:57:30,17.3,58,1695,32,1005.8
2026-01-01 06:02:30,17.3,58,1722,32,1005.8
2026-01-01 06:12:30,17.3,58,1750,32,1005.8
2026-01-01 06:17:30,17.3,58,1701,32,1005.8
2026-01-01 06:22:30,17.3,58,1685,32,1005.7
2026-01-01 06:27:30,17.2,58,1711,32,1005.6
2026-01-01 06:32:30,17.2,58,1685,32,1005.6
2026-01-01 06:37:30,17.2,58,1725,33,1005.7
2026-01-01 06:42:30,17.2,58,1759,33,1005.7
2026-01-01 06:47:30,17.2,58,1713,34,1005.7
2026-01-01 06:52:30,17.2,58,1685,34,1005.7
2026-01-01 06:57:30,17.2,58,1713,33,1005.7
2026-01-01 07:02:30,17.2,58,1713,34,1005.8
2026-01-01 07:07:30,17.2,58,1692,32,1005.8
2026-01-01 07:12:30,17.2,58,1685,32,1005.7
2026-01-01 07:17:30,17.2,58,1710,32,1005.7
2026-01-01 07:22:30,17.1,58,1697,32,1005.7
2026-01-01 07:27:30,17.1,58,1684,32,1005.6
2026-01-01 07:32:30,17.1,58,1710,32,1005.6
2026-01-01 07:37:30,17.1,58,1695,32,1005.4
2026-01-01 07:42:30,17.1,58,1678,32,1005.4
2026-01-01 07:47:30,17.1,58,1710,32,1005.4
2026-01-01 07:52:30,17.1,58,1672,32,1005.4
2026-01-01 07:57:30,17.1,58,1704,33,1005.4
2026-01-01 08:02:30,17.1,58,1684,33,1005.4
2026-01-01 08:07:30,17.0,58,1698,33,1005.3
2026-01-01 08:12:30,17.0,58,1695,37,1005.4
2026-01-01 08:17:30,17.0,58,1710,37,1005.4
2026-01-01 08:22:30,17.0,57,1752,35,1005.5
2026-01-01 08:27:30,17.1,57,1773,41,1005.6
2026-01-01 08:32:30,17.2,57,1756,48,1005.6
2026-01-01 08:37:30,17.5,57,1818,50,1005.6
2026-01-01 08:42:30,17.9,57,1891,53,1005.6
2026-01-01 08:47:30,18.2,57,1910,48,1005.7
2026-01-01 08:52:30,18.4,57,2010,48,1005.7
2026-01-01 08:57:30,18.6,57,2056,48,1005.7
2026-01-01 09:02:30,18.8,57,2053,56,1005.7
2026-01-01 09:07:30,18.9,57,2058,54,1005.6
2026-01-01 09:12:30,19.0,57,2088,55,1005.6
2026-01-01 09:17:30,19.0,56,2027,54,1005.6
2026-01-01 09:22:30,19.0,56,1995,49,1005.6
2026-01-01 09:27:30,18.9,56,1991,40,1005.6
2026-01-01 09:32:30,18.9,56,1953,39,1005.6
2026-01-01 09:37:30,18.8,56,1880,49,1005.6
2026-01-01 09:42:30,18.8,56,1917,58,1005.6
2026-01-01 09:47:30,18.7,56,1954,64,1005.6
2026-01-01 09:52:30,18.7,56,1944,64,1005.5
2026-01-01 09:57:30,18.6,57,2005,63,1005.5
2026-01-01 10:02:30,18.7,57,2066,65,1005.4
2026-01-01 10:12:30,18.6,57,2114,61,1005.5
2026-01-01 10:22:30,18.6,57,2141,51,1005.4
2026-01-01 10:27:30,18.6,57,2151,39,1005.4
2026-01-01 10:32:30,18.6,57,2138,51,1005.4
2026-01-01 10:37:30,18.5,57,2097,42,1005.4
2026-01-01 10:42:30,18.5,57,2107,41,1005.4
2026-01-01 10:47:30,18.4,57,2116,36,1005.4
2026-01-01 10:52:30,18.4,57,2051,41,1005.3
2026-01-01 10:57:30,18.3,57,2058,50,1005.2
2026-01-01 11:02:30,18.2,57,2035,49,1005.0
2026-01-01 11:07:30,18.2,57,2067,41,1004.9
2026-01-01 11:12:30,18.2,57,2023,43,1004.8
2026-01-01 11:17:30,18.2,57,2024,35,1004.7
2026-01-01 11:22:30,18.3,56,2021,42,1004.7
2026-01-01 11:27:30,18.3,56,1869,42,1004.7
2026-01-01 11:32:30,18.2,55,1630,40,1004.6
2026-01-01 11:37:30,18.2,54,1442,40,1004.5
2026-01-01 11:42:30,18.2,54,1291,40,1004.4
2026-01-01 11:47:30,18.2,53,1180,37,1004.3
2026-01-01 11:52:30,18.2,52,1080,45,1004.2
2026-01-01 11:57:30,18.1,52,1036,47,1004.1
2026-01-01 12:02:30,18.1,52,994,48,1004.1
2026-01-01 12:12:30,18.1,51,963,60,1003.8
2026-01-01 12:17:30,18.0,50,889,66,1003.7
2026-01-01 12:22:30,18.0,50,873,64,1003.6
2026-01-01 12:27:30,18.1,50,816,57,1003.5
2026-01-01 12:32:30,18.2,50,802,58,1003.4
2026-01-01 12:37:30,18.2,49,758,59,1003.3
2026-01-01 12:42:30,18.2,49,744,65,1003.1
2026-01-01 12:47:30,18.4,49,772,59,1003.0
2026-01-01 12:52:30,18.4,48,743,59,1002.8
2026-01-01 12:57:30,18.3,48,700,54,1002.7
2026-01-01 13:02:30,17.9,47,609,54,1002.6
2026-01-01 13:07:30,17.7,47,557,49,1002.4
2026-01-01 13:12:30,17.7,46,516,46,1002.3
2026-01-01 13:17:30,17.7,46,531,52,1002.2
2026-01-01 13:22:30,17.8,46,531,52,1002.1
2026-01-01 13:27:30,17.8,46,518,48,1002.0
2026-01-01 13:32:30,17.8,46,510,40,1001.9
2026-01-01 13:37:30,17.9,45,508,47,1001.7
2026-01-01 13:42:30,17.9,45,505,45,1001.6
2026-01-01 13:47:30,17.9,45,537,54,1001.6
2026-01-01 13:52:30,17.9,45,579,53,1001.6
2026-01-01 13:57:30,17.9,45,531,49,1001.4
2026-01-01 14:02:30,17.8,45,543,45,1001.4
2026-01-01 14:07:30,17.8,45,520,48,1001.4
2026-01-01 14:12:30,17.8,44,520,50,1001.4
2026-01-01 14:17:30,17.8,44,518,46,1001.4
2026-01-01 14:22:30,17.8,44,527,51,1001.3
2026-01-01 14:27:30,17.8,44,523,45,1001.1
2026-01-01 14:32:30,17.8,44,569,49,1001.1
2026-01-01 14:37:30,17.8,44,626,49,1001.1
2026-01-01 14:42:30,17.9,44,674,42,1001.1
2026-01-01 14:47:30,17.9,44,728,48,1001.0
2026-01-01 14:52:30,17.9,44,821,46,1000.9
2026-01-01 14:57:30,17.8,45,826,43,1001.0
2026-01-01 15:02:30,17.7,45,808,33,1000.9
2026-01-01 15:07:30,17.7,45,776,36,1000.8
2026-01-01 15:12:30,17.6,45,771,40,1000.8
2026-01-01 15:17:30,17.6,45,764,32,1000.7
2026-01-01 15:22:30,17.5,45,760,32,1000.6
2026-01-01 15:27:30,17.5,46,719,33,1000.7
2026-01-01 15:37:30,17.4,46,701,33,1000.6
2026-01-01 15:42:30,17.4,46,719,34,1000.6
2026-01-01 15:47:30,17.4,46,686,33,1000.6
2026-01-01 15:52:30,17.4,46,688,40,1000.7
2026-01-01 15:57:30,17.4,46,716,43,1000.7
2026-01-01 16:02:30,17.4,46,751,46,1000.7
2026-01-01 16:07:30,17.4,46,771,46,1000.7
2026-01-01 16:12:30,17.4,46,813,56,1000.6
2026-01-01 16:17:30,17.4,46,883,53,1000.7
2026-01-01 16:22:30,17.4,46,880,46,1000.7
2026-01-01 16:27:30,17.4,47,941,47,1000.7
2026-01-01 16:32:30,17.3,47,939,47,1000.6
2026-01-01 16:37:30,17.3,47,988,47,1000.6
2026-01-01 16:42:30,17.4,47,971,48,1000.6
2026-01-01 16:47:30,17.4,47,1019,46,1000.6
2026-01-01 16:57:30,17.4,47,1022,51,1000.6
2026-01-01 17:02:30,17.4,47,1046,50,1000.7
2026-01-01 17:07:30,17.4,47,1044,47,1000.6
2026-01-01 17:12:30,17.4,47,1061,51,1000.5
2026-01-01 17:17:30,17.4,47,1066,48,1000.4
2026-01-01 17:22:30,17.3,47,1107,46,1000.5
2026-01-01 17:27:30,17.3,47,1120,47,1000.5
2026-01-01 17:32:30,17.4,47,1113,63,1000.5
2026-01-01 17:37:30,17.4,47,1160,63,1000.4
2026-01-01 17:42:30,17.6,49,1195,64,1000.5
2026-01-01 17:47:30,17.9,50,1204,66,1000.5
2026-01-01 17:52:30,18.2,51,1247,64,1000.5
2026-01-01 17:57:30,18.5,51,1263,61,1000.5
2026-01-01 18:02:30,18.8,50,1272,59,1000.5
2026-01-01 18:07:30,19.1,50,1298,65,1000.5
2026-01-01 18:12:30,19.2,50,1294,60,1000.4
2026-01-01 18:17:30,19.4,49,1327,65,1000.5
2026-01-01 18:22:30,19.5,49,1356,59,1000.6
2026-01-01 18:27:30,19.6,49,1387,56,1000.6
2026-01-01 18:32:30,19.7,49,1388,57,1000.5
2026-01-01 18:37:30,19.7,48,1402,57,1000.5
2026-01-01 18:42:30,19.7,48,1401,58,1000.6
2026-01-01 18:47:30,19.7,48,1414,55,1000.5
2026-01-01 18:52:30,19.6,48,1463,63,1000.5
2026-01-01 18:57:30,19.6,48,1470,58,1000.5
2026-01-01 19:02:30,19.5,48,1506,56,1000.5
2026-01-01 19:07:30,19.5,48,1520,60,1000.5
2026-01-01 19:12:30,19.6,48,1575,54,1000.4
2026-01-01 19:17:30,19.7,48,1547,56,1000.5
2026-01-01 19:22:30,19.9,48,1591,37,1000.6
2026-01-01 19:27:30,20.0,48,1549,32,1000.5
2026-01-01 19:32:30,20.1,48,1538,32,1000.4
2026-01-01 19:37:30,20.2,48,1538,32,1000.4
2026-01-01 19:42:30,20.2,48,1555,38,1000.4
2026-01-01 19:47:30,20.3,48,1542,33,1000.4
2026-01-01 19:52:30,20.3,48,1568,32,1000.3
2026-01-01 19:57:30,20.3,48,1601,32,1000.2
2026-01-01 20:02:30,20.3,49,1543,32,1000.1
2026-01-01 20:07:30,20.3,49,1557,32,1000.1
2026-01-01 20:12:30,20.3,49,1485,32,1000.1
2026-01-01 20:17:30,20.2,50,1531,32,1000.1
2026-01-01 20:22:30,20.2,50,1486,33,1000.0
2026-01-01 20:27:30,20.1,50,1513,32,1000.0
2026-01-01 20:32:30,20.0,51,1496,32,1000.0
2026-01-01 20:37:30,19.9,51,1512,32,1000.0
2026-01-01 20:42:30,19.8,51,1512,32,1000.0
2026-01-01 20:47:30,19.6,52,1436,32,999.8
2026-01-01 20:52:30,19.5,52,1507,32,999.7
2026-01-01 20:57:30,19.4,52,1435,32,999.7
2026-01-01 21:02:30,19.3,52,1452,32,999.7
2026-01-01 21:07:30,19.2,53,1454,32,999.7
2026-01-01 21:12:30,19.1,53,1451,32,999.5
2026-01-01 21:17:30,19.0,53,1422,32,999.5
2026-01-01 21:22:30,18.9,53,1422,32,999.5
2026-01-01 21:27:30,18.9,54,1416,32,999.5
2026-01-01 21:32:30,18.8,54,1421,32,999.3
2026-01-01 21:37:30,18.7,54,1438,32,999.3
2026-01-01 21:42:30,18.7,54,1414,33,999.2
2026-01-01 21:47:30,18.6,54,1421,32,999.1
2026-01-01 21:52:30,18.5,54,1427,32,999.1
2026-01-01 21:57:30,18.5,55,1404,32,999.1
2026-01-01 22:02:30,18.4,55,1419,32,999.1
2026-01-01 22:07:30,18.3,55,1413,32,999.1
2026-01-01 22:12:30,18.2,55,1408,32,999.0
2026-01-01 22:17:30,18.2,55,1419,32,999.0
2026-01-01 22:27:30,18.2,56,1413,32,999.0
2026-01-01 22:32:30,18.1,56,1404,32,999.0
2026-01-01 22:37:30,18.1,56,1408,32,999.0
2026-01-01 22:42:30,18.1,56,1407,32,998.8
2026-01-01 22:47:30,18.0,56,1409,32,998.7
2026-01-01 22:52:30,18.0,56,1408,32,998.7
2026-01-01 22:57:30,18.0,56,1407,32,998.7
2026-01-01 23:02:30,17.9,56,1408,32,998.7
2026-01-01 23:07:30,17.9,56,1407,32,998.6
2026-01-01 23:12:30,17.9,56,1409,32,998.6
2026-01-01 23:17:30,17.8,56,1408,32,998.6
2026-01-01 23:22:30,17.8,56,1401,32,998.5
2026-01-01 23:27:30,17.8,56,1405,32,998.4
2026-01-01 23:32:30,17.7,56,1410,32,998.4
2026-01-01 23:37:30,17.7,56,1407,32,998.4
2026-01-01 23:42:30,17.7,56,1405,32,998.3
2026-01-01 23:47:30,17.7,56,1404,32,998.2
2026-01-01 23:52:30,17.7,56,1410,32,998.2
2026-01-01 23:57:30,17.7,56,1410,32,998.1
2026-01-02 00:02:30,17.7,56,1417,32,998.0
2026-01-02 00:07:30,17.7,56,1413,32,998.0
2026-01-02 00:12:30,17.7,56,1407,32,998.0
2026-01-02 00:17:30,17.7,56,1407,32,997.9
2026-01-02 00:22:30,17.7,56,1397,32,997.8
2026-01-02 00:27:30,17.6,56,1394,32,997.8
2026-01-02 00:32:30,17.6,56,1411,32,997.8
2026-01-02 00:37:30,17.6,56,1405,32,997.8
2026-01-02 00:42:30,17.5,56,1411,32,997.7
2026-01-02 00:47:30,17.5,56,1401,32,997.7
2026-01-02 00:52:30,17.5,56,1393,32,997.6
2026-01-02 00:57:30,17.4,56,1407,32,997.5
2026-01-02 01:02:30,17.4,56,1391,32,997.3
2026-01-02 01:07:30,17.4,56,1411,32,997.2
2026-01-02 01:12:30,17.4,56,1406,32,997.2
2026-01-02 01:17:30,17.4,56,1404,33,997.2
2026-01-02 01:22:30,17.4,56,1396,32,997.2
2026-01-02 01:27:30,17.4,56,1402,32,997.2
2026-01-02 01:32:30,17.4,56,1409,32,997.1
2026-01-02 01:37:30,17.4,56,1405,32,997.0
2026-01-02 01:42:30,17.4,56,1409,32,997.0
2026-01-02 01:47:30,17.3,56,1403,32,996.9
2026-01-02 01:52:30,17.3,56,1380,32,996.8
2026-01-02 01:57:30,17.3,56,1407,32,996.8
2026-01-02 02:02:30,17.3,56,1406,32,996.9
2026-01-02 02:12:30,17.3,56,1421,32,996.9
2026-01-02 02:17:30,17.3,56,1410,32,996.9
2026-01-02 02:22:30,17.2,56,1406,32,996.9
2026-01-02 02:27:30,17.2,56,1406,32,996.8
2026-01-02 02:32:30,17.2,56,1393,32,996.7
2026-01-02 02:37:30,17.2,56,1392,32,996.8
2026-01-02 02:42:30,17.2,56,1421,32,996.7
2026-01-02 02:47:30,17.2,56,1407,32,996.6
2026-01-02 02:52:30,17.2,56,1406,32,996.6
2026-01-02 02:57:30,17.2,56,1408,32,996.5
2026-01-02 03:02:30,17.2,56,1412,32,996.5
2026-01-02 03:07:30,17.2,56,1406,32,996.4
2026-01-02 03:12:30,17.1,56,1406,32,996.3
2026-01-02 03:17:30,17.1,56,1404,32,996.3
2026-01-02 03:22:30,17.1,56,1413,32,996.1
2026-01-02 03:27:30,17.1,56,1407,32,996.1
2026-01-02 03:32:30,17.1,56,1406,32,996.1
2026-01-02 03:37:30,17.1,56,1410,32,996.0
2026-01-02 03:42:30,17.0,56,1407,32,995.9
2026-01-02 03:47:30,17.0,56,1407,32,995.8
2026-01-02 03:52:30,17.0,56,1406,32,995.7
2026-01-02 03:57:30,17.0,56,1407,32,995.6
2026-01-02 04:02:30,17.0,56,1422,32,995.5
2026-01-02 04:07:30,17.0,56,1419,32,995.3
2026-01-02 04:17:30,17.0,56,1421,32,995.2
2026-01-02 04:22:30,17.0,56,1408,32,995.2
2026-01-02 04:27:30,17.0,56,1404,32,995.1
2026-01-02 04:32:30,16.9,56,1406,32,994.9
2026-01-02 04:37:30,16.9,56,1412,32,994.9
2026-01-02 04:42:30,16.9,56,1410,32,994.9
2026-01-02 04:47:30,16.9,56,1405,32,994.6
2026-01-02 04:52:30,16.9,56,1415,32,994.6
2026-01-02 04:57:30,16.9,56,1391,32,994.6
2026-01-02 05:02:30,16.9,56,1439,32,994.6
2026-01-02 05:07:30,16.9,56,1408,32,994.7
2026-01-02 05:12:30,16.9,56,1409,33,994.6
2026-01-02 05:22:30,16.9,56,1405,32,994.4
2026-01-02 05:32:30,16.9,56,1408,32,994.4
2026-01-02 05:37:30,16.8,56,1412,32,994.3
2026-01-02 05:42:30,16.8,56,1420,32,994.3
2026-01-02 05:47:30,16.8,56,1395,32,994.2
2026-01-02 05:52:30,16.8,56,1437,32,994.0
2026-01-02 05:57:30,16.8,56,1412,32,994.1
2026-01-02 06:02:30,16.8,56,1420,32,994.1
2026-01-02 06:07:30,16.8,56,1407,32,994.0
2026-01-02 06:12:30,16.7,56,1422,32,994.0
2026-01-02 06:17:30,16.7,56,1419,32,994.0
2026-01-02 06:22:30,16.7,56,1412,33,994.1
2026-01-02 06:27:30,16.7,56,1402,33,994.0
2026-01-02 06:32:30,16.7,56,1408,33,993.9
2026-01-02 06:37:30,16.7,56,1405,33,993.9
2026-01-02 06:42:30,16.7,56,1393,33,993.8
2026-01-02 06:47:30,16.7,56,1408,32,993.8
2026-01-02 06:52:30,16.7,56,1409,33,993.8
2026-01-02 06:57:30,16.7,56,1422,32,993.8
2026-01-02 07:02:30,16.7,56,1419,32,993.7
2026-01-02 07:07:30,16.7,56,1422,32,993.7
2026-01-02 07:12:30,16.6,56,1408,32,993.7
2026-01-02 07:17:30,16.6,56,1407,33,993.7
2026-01-02 07:22:30,16.6,56,1394,33,993.7
2026-01-02 07:27:30,16.6,56,1409,32,993.6
2026-01-02 07:32:30,16.6,56,1409,32,993.7
2026-01-02 07:37:30,16.6,56,1422,32,993.6
2026-01-02 07:42:30,16.6,56,1405,32,993.6
2026-01-02 07:52:30,16.6,56,1405,32,993.7
2026-01-02 07:57:30,16.6,56,1408,32,993.6
2026-01-02 08:02:30,16.9,56,1404,32,993.5
2026-01-02 08:07:30,17.2,56,1490,32,993.5
2026-01-02 08:12:30,17.5,56,1481,32,993.5
2026-01-02 08:17:30,17.8,56,1465,34,993.5
2026-01-02 08:22:30,18.0,56,1536,58,993.4
2026-01-02 08:27:30,18.1,56,1606,64,993.4
2026-01-02 08:32:30,18.3,56,1771,62,993.3
2026-01-02 08:37:30,18.5,56,1951,61,993.3
2026-01-02 08:42:30,18.8,56,2062,59,993.3
2026-01-02 08:47:30,18.9,55,2146,60,993.4
2026-01-02 08:52:30,19.1,55,2201,56,993.4
2026-01-02 08:57:30,19.2,55,2239,55,993.4
2026-01-02 09:02:30,19.3,55,2294,53,993.4
2026-01-02 09:07:30,19.4,54,2294,55,993.5
2026-01-02 09:12:30,19.4,54,2267,57,993.4
2026-01-02 09:17:30,19.3,54,2310,59,993.5
2026-01-02 09:22:30,19.3,54,2290,55,993.4
2026-01-02 09:27:30,19.2,54,2263,56,993.4
2026-01-02 09:32:30,19.2,54,2263,52,993.3
2026-01-02 09:37:30,19.1,54,2229,53,993.3
2026-01-02 09:42:30,19.1,54,2242,53,993.3
2026-01-02 09:47:30,19.0,54,2210,52,993.3
2026-01-02 09:52:30,19.0,54,2193,54,993.2
2026-01-02 09:57:30,19.0,54,2217,63,993.2
2026-01-02 10:02:30,18.9,55,2247,60,993.2
2026-01-02 10:07:30,18.9,55,2325,58,993.2
2026-01-02 10:12:30,18.9,55,2342,52,993.2
2026-01-02 10:17:30,18.8,55,2287,53,993.1
2026-01-02 10:22:30,18.7,55,2276,67,993.1
2026-01-02 10:27:30,18.7,55,2336,64,993.0
2026-01-02 10:32:30,18.6,56,2388,61,993.0
2026-01-02 10:37:30,18.6,56,2441,62,993.0
2026-01-02 10:42:30,18.5,56,2453,51,993.0
2026-01-02 10:47:30,18.5,56,2454,44,992.8
2026-01-02 10:52:30,18.5,56,2437,41,992.8
2026-01-02 10:57:30,18.4,56,2352,42,992.8
2026-01-02 11:02:30,18.4,55,2305,44,992.7
2026-01-02 11:07:30,18.3,55,2301,43,992.6
2026-01-02 11:12:30,18.2,55,2252,39,992.5
2026-01-02 11:17:30,18.2,55,2223,39,992.5
2026-01-02 11:22:30,18.1,55,2208,39,992.4
2026-01-02 11:27:30,18.1,55,2175,39,992.3
2026-01-02 11:32:30,18.0,55,2158,39,992.3
2026-01-02 11:37:30,17.9,55,2105,39,992.2
2026-01-02 11:47:30,17.8,55,2087,38,992.1
2026-01-02 11:52:30,17.8,55,2042,39,992.0
2026-01-02 11:57:30,17.8,55,2039,37,992.0
2026-01-02 12:02:30,17.8,55,2026,35,991.9
2026-01-02 12:07:30,17.8,55,2031,36,991.8
2026-01-02 12:12:30,17.8,55,2027,36,991.6
2026-01-02 12:17:30,17.9,55,2016,34,991.5
2026-01-02 12:22:30,18.0,55,1988,32,991.5
2026-01-02 12:27:30,18.1,55,1997,32,991.3
2026-01-02 12:32:30,18.1,55,1939,32,991.4
2026-01-02 12:37:30,18.1,55,1991,33,991.1
2026-01-02 12:42:30,18.0,55,2005,44,991.1
2026-01-02 12:47:30,18.0,55,2002,51,991.1
2026-01-02 12:57:30,18.0,56,2034,52,991.1
2026-01-02 13:02:30,18.1,57,2031,48,990.9
2026-01-02 13:07:30,18.2,57,2064,53,990.8
2026-01-02 13:12:30,18.2,58,2068,59,990.8
2026-01-02 13:17:30,18.2,58,2048,57,990.8
2026-01-02 13:22:30,18.3,58,2118,60,990.7
2026-01-02 13:27:30,18.3,58,2070,59,990.6
2026-01-02 13:32:30,18.4,59,2073,57,990.4
2026-01-02 13:37:30,18.4,61,2076,60,990.3
2026-01-02 13:42:30,18.5,61,2067,61,990.3
2026-01-02 13:47:30,18.4,60,1909,57,990.2
2026-01-02 13:52:30,18.1,58,1489,60,990.1
2026-01-02 13:57:30,18.0,57,1326,43,990.0
2026-01-02 14:02:30,18.0,56,1190,37,989.8
2026-01-02 14:07:30,17.9,56,1121,41,989.7
2026-01-02 14:12:30,17.8,55,1035,52,989.7
2026-01-02 14:17:30,17.8,54,968,45,989.6
2026-01-02 14:22:30,17.7,54,936,45,989.6
2026-01-02 14:27:30,17.7,53,894,46,989.5
2026-01-02 14:32:30,17.7,53,861,45,989.4
2026-01-02 14:37:30,17.8,52,843,42,989.3
2026-01-02 14:42:30,17.8,51,815,44,989.1
2026-01-02 14:47:30,17.8,51,815,54,989.1
2026-01-02 14:52:30,17.7,51,806,42,989.1
2026-01-02 14:57:30,17.7,50,800,39,989.3
2026-01-02 15:02:30,17.6,50,821,41,989.2
2026-01-02 15:07:30,17.6,50,812,37,989.2
2026-01-02 15:12:30,17.5,50,782,37,989.1
2026-01-02 15:17:30,17.4,50,793,39,989.1
2026-01-02 15:22:30,17.4,49,741,37,989.0
2026-01-02 15:27:30,17.3,49,728,36,989.0
2026-01-02 15:32:30,17.3,49,694,41,989.0
2026-01-02 15:37:30,17.2,49,694,36,989.0
2026-01-02 15:42:30,17.2,49,646,40,988.8
2026-01-02 15:47:30,17.2,48,672,32,988.9
2026-01-02 15:52:30,17.2,48,688,33,988.8
2026-01-02 15:57:30,17.2,48,705,33,988.9
2026-01-02 16:02:30,17.2,48,719,38,988.8
2026-01-02 16:07:30,17.3,48,696,34,988.8
2026-01-02 16:12:30,17.3,48,696,37,988.7
2026-01-02 16:17:30,17.3,48,738,36,988.7
2026-01-02 16:22:30,17.3,48,721,35,988.7
2026-01-02 16:27:30,17.3,48,717,40,988.6
2026-01-02 16:32:30,17.4,48,736,46,988.7
2026-01-02 16:37:30,17.6,48,781,43,988.7
2026-01-02 16:42:30,17.9,48,795,36,988.8
2026-01-02 16:47:30,18.2,48,823,45,988.7
2026-01-02 16:52:30,18.5,48,876,52,988.8
2026-01-02 16:57:30,18.7,48,872,53,988.8
2026-01-02 17:02:30,18.8,48,886,52,988.8
2026-01-02 17:07:30,18.9,49,895,33,988.7
2026-01-02 17:12:30,19.1,49,931,36,988.8
2026-01-02 17:17:30,19.1,49,953,33,988.7
2026-01-02 17:22:30,19.2,49,979,38,988.7
2026-01-02 17:27:30,19.3,49,1019,45,988.7
2026-01-02 17:32:30,19.3,49,1081,45,988.4
2026-01-02 17:37:30,19.3,49,1098,45,988.7
2026-01-02 17:42:30,19.3,49,1155,43,988.6
2026-01-02 17:47:30,19.3,49,1166,54,988.6
2026-01-02 17:52:30,19.2,49,1203,56,988.6
2026-01-02 17:57:30,19.1,49,1214,58,988.6
2026-01-02 18:02:30,19.1,49,1250,53,988.7
2026-01-02 18:07:30,19.0,51,1278,53,988.6
2026-01-02 18:12:30,18.9,53,1371,57,988.7
2026-01-02 18:17:30,18.9,54,1404,59,988.6
2026-01-02 18:22:30,18.9,54,1481,54,988.7
2026-01-02 18:27:30,18.8,54,1532,63,988.7
2026-01-02 18:32:30,18.8,54,1604,53,988.6
2026-01-02 18:37:30,18.8,54,1635,54,988.8
2026-01-02 18:42:30,18.9,53,1636,56,988.9
2026-01-02 18:47:30,19.1,53,1646,52,988.8
2026-01-02 18:52:30,19.3,53,1665,54,988.9
